OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
300,52434207410010000,10224941,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,33410,PALM BEACH,561-622-1411,HOSPITALS - ACUTE CARE,HEALTH CARE PROPERTY INVESTORS,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,199,FL000079,EFHL,100176, , , , , , , , , , ,HTTP://WWW.PBGMC.COM/EN-US/PAGES/DEFAULT.ASPX,1964,GEOPLAN,FDEM, ,26.82958874,-80.08666516,17RNK9075567887,212,22.02003905,PALM BEACH GARDENS MEDICAL CENTER,V,2011-05-10,2017-09-06,276,26.82958874,-80.08666516,276
301,30424112000001120,10225083,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,33458,PALM BEACH,561-747-2234,HOSPITALS - ACUTE CARE,JUPITER MEDICAL CENTER INC,PRIVATE,PRIVATE,JUPITER MEDICAL CENTER INC,NOT-FOR-PROFIT,0,207,FL000233,EFHL,100253, , , ,OTHER,10 MBPS TO 25 MBPS, ,MPLS 10 MBPS,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.JUPITERMED.COM/,1978,GEOPLAN,FDEM, ,26.92280008,-80.0962654,17RNK8972878205,213,35.91932315,JUPITER MEDICAL CENTER,V,2016-05-17,2017-09-06,277,26.92280008,-80.0962654,277
302,412306284002,10224953,BAYFRONT HEALTH PUNTA GORDA - FORMERLY CHARLOTTE REGIONAL MEDICAL CENTER,809 E MARION AVE,PUNTA GORDA,33950,CHARLOTTE,941-639-3131,HOSPITALS - ACUTE CARE,PUNTA GORDA MEDICAL CENTER INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,208,FL000091,EFHL,100047, , , , , , , , , , ,HTTP://WWW.CHARLOTTEREGIONAL.COM/,1956,GEOPLAN,FDEM,BAYFRONT HEALTH PUNTA GORDA,26.94116088,-82.04015708,17RLK9674480343,214,13.75766945,BAYFRONT HEALTH PUNTA GORDA - FORMERLY CHARLOTTE REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,278,26.94116088,-82.04015708,278
303,412306286001,10053887,RIVERSIDE BEHAVIORAL CENTER - BAYFRONT HEALTH,733 E OLYMPIA AVE,PUNTA GORDA,33950,CHARLOTTE,941-637-2474,HOSPITALS - PSYCHIATRIC,PUNTA GORDA MEDICAL CENTER INC,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,52,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.CHARLOTTEREGIONAL.COM,1966,GEOPLAN,FDEM,PART OF BAYFRONT HEALTH,26.93899856,-82.04034463,17RLK9672380104,215,4.64267118,RIVERSIDE BEHAVIORAL CENTER - BAYFRONT HEALTH,V,2012-11-19,2017-09-06,279,26.93899856,-82.04034463,279
304,0856070001,10225082,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,34223,SARASOTA,941-475-6571,HOSPITALS - ACUTE CARE,ENGLEWOOD COMMUNITY HOSPITAL I,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,100,FL000232,EFHM,110004, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.ENGLEWOODCOMMHOSPITAL.COM/,1985,GEOPLAN,FDEM, ,26.95002017,-82.32654433,17RLK6832281590,216,12.04555432,ENGLEWOOD COMMUNITY HOSPITAL,V,2011-05-10,2017-09-06,280,26.95002017,-82.32654433,280
305,244042001020000005,10224993,SANDY PINES PSYCHIATRIC HOSPITAL,11301 SE TEQUESTA TER,TEQUESTA,33469,MARTIN,561-744-0211,HOSPITALS - PSYCHIATRIC,SP BEHAVIORAL LLC,PRIVATE,PRIVATE,PSYCHIATRIC SOLUTIONS INC,INVESTOR-OWNED,0,80,FL000113,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.SANDYPINESHOSPITAL.COM,1989,GEOPLAN,FDEM, ,26.97682692,-80.10220716,17RNK8909584185,217,19.50754495,SANDY PINES PSYCHIATRIC HOSPITAL,V,2011-05-10,2017-09-06,281,26.97682692,-80.10220716,281
306,402215451001,10225076,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,33952,CHARLOTTE,941-629-1181,HOSPITALS - ACUTE CARE,FAWCETT MEMORIAL HOSPITAL INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,237,FL000196,EFHL,100236, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.FAWCETTHOSPITAL.COM/,1968,GEOPLAN,FDEM, ,26.98860375,-82.09796163,17RLK9105185647,218,9.77547356,FAWCETT MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,282,26.98860375,-82.09796163,282
307,402215452001,10225075,BAYFRONT HEALTH PORT CHARLOTTE - FORMERLY PEACE RIVER REGIONAL MEDICAL CENTER,2500 HARBOR BLVD,PORT CHARLOTTE,33952,CHARLOTTE,941-766-4122,HOSPITALS - ACUTE CARE,PORT CHARLOTTE HMA INC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,254,FL000195,EFHL,100077,CABLE MODEM,DON'T KNOW,DON'T KNOW, , , , , , ,2,HTTP://WWW.PEACERIVERREGIONAL.COM,1962,GEOPLAN,FDEM,BAYFRONT HEALTH PORT CHARLOTTE,26.98914778,-82.09561081,17RLK9128485705,219,16.09531481,BAYFRONT HEALTH PORT CHARLOTTE - FORMERLY PEACE RIVER REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,283,26.98914778,-82.09561081,283
308,0429060017,10225097,VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,VENICE,34285,SARASOTA,941-485-7711,HOSPITALS - ACUTE CARE,VENICE HMA LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,312,FL000221,EFHL,100070, , , , , , , , , , ,HTTP://WWW.VENICEREGIONAL.COM,1955,GEOPLAN,FDEM, ,27.09078586,-82.44468738,17RLK5677197313,220,9.16154829,VENICE REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,284,27.09078586,-82.44468738,284
309,553841000068000407,N/A,MARTIN HOSPITAL SOUTH,2100 SE SALERNO RD,STUART,34997,MARTIN,772-223-2300,HOSPITALS - ACUTE CARE,MARTIN MEMORIAL MEDICAL CENTER,PRIVATE,PRIVATE,"MARTIN MEMORIAL HEALTH SYSTEMS, INC.",NOT-FOR-PROFIT,0,100,N/A,EFHM,120009,OPTICAL FIBER,1.5 MBPS TO 3 MBPS,1.5 MBPS TO 3 MBPS, , , , , , ,2,HTTP://WWW.MMHS.COM/,1992,GEOPLAN,FHA,MARTIN HOSPITAL SOUTH,27.13306201,-80.22411602,17RNL7689001411,221,27.3517085,MARTIN HOSPITAL SOUTH,V,2016-05-17,2017-09-06,285,27.13306201,-80.22411602,285
310,043841020004000004,10224981,MARTIN MEDICAL CENTER,200 SE HOSPITAL AVE,STUART,34994,MARTIN,772-287-5200,HOSPITALS - ACUTE CARE,MARTIN MEMORIAL MEDICAL CENTER,PRIVATE,PRIVATE,"MARTIN MEMORIAL HEALTH SYSTEMS, INC.",NOT-FOR-PROFIT,0,244,FL000216,EFHL,100044,OPTICAL FIBER,1.5 MBPS TO 3 MBPS,1.5 MBPS TO 3 MBPS, , , , , , ,2,HTTP://WWW.MMHS.COM/,1986,GEOPLAN,FDEM,MARTIN MEDICAL CENTER,27.20001701,-80.24288891,17RNL7498508816,222,15.73655199,MARTIN MEDICAL CENTER,V,2016-05-17,2017-09-06,286,27.20001701,-80.24288891,286
311,30-37-25-0A00-1230-0000,10224984,DESOTO MEMORIAL HOSPITAL,900 N ROBERTS AVE,ARCADIA,34266,DESOTO,863-494-3535,HOSPITALS - ACUTE CARE,DESOTO MEMORIAL HOSPTIAL INC,PRIVATE,PRIVATE,QUORUM HEALTH RESOURCES,NOT-FOR-PROFIT,0,49,FL000104,EFHS,100175, , , , , , , , , , ,HTTP://WWW.DMH.ORG/,1962,GEOPLAN,FDEM, ,27.22740445,-81.851108,17RML1572611909,223,21.21932327,DESOTO MEMORIAL HOSPITAL,V,2011-05-10,2017-09-06,287,27.22740445,-81.851108,287
312,1-09-37-35-0A00-00011-0000,10224929,RAULERSON HOSPITAL,1796 US HWY 441 N,OKEECHOBEE,34972,OKEECHOBEE,863-763-2151,HOSPITALS - ACUTE CARE,OKEECHOBEE HOSPITAL INC,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,100,FL000067,EFHM,100252, , , , , , , , , , ,HTTP://WWW.RAULERSONHOSPITAL.COM/,1979,GEOPLAN,FDEM, ,27.25975336,-80.82888796,17RNL1693815217,224,11.02511462,RAULERSON HOSPITAL,V,2011-05-10,2017-09-06,288,27.25975336,-80.82888796,288
313,3420-750-0005-000-8,10224951,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT ST LUCIE,34952,ST LUCIE,772-335-4000,HOSPITALS - ACUTE CARE,HCA,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,229,FL000089,EFHL,100260, , , ,OTHER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,6 MBPS TO 10 MBPS,3 MBPS TO 6 MBPS,4,HTTP://WWW.STLUCIEMED.COM/,1983,GEOPLAN,FDEM, ,27.28887167,-80.294461,17RNL6982118628,225,16.95530495,ST LUCIE MEDICAL CENTER,V,2011-05-10,2017-09-06,289,27.28887167,-80.294461,289
314,292135000000132,10053883,LAKESIDE BEHAVIORAL HEALTHCARE - KENNEDY CAMPUS,434 W KENNEDY BLVD,ORLANDO,32810,ORANGE,407-875-3700,HOSPITALS - PSYCHIATRIC,ASPIRE HEALTH PARTNERS INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,136,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.MED.UCF.EDU/ACADEMICS/MD/CLINICALPARTNERS/LAKESIDE.ASP,1992,GEOPLAN,FDEM,MERGED INTO ASPIRE HEALTH,28.61763332,-81.39152315,17RMM6172665687,288,21.50496539,LAKESIDE BEHAVIORAL HEALTHCARE - KENNEDY CAMPUS,V,2016-05-17,2017-09-06,314,28.61763332,-81.39152315,314
315,292136846401011,N/A,LA AMISTAD RESIDENTIAL TREATMENT CENTER,1650 N PARK AVE,MAITLAND,32751,ORANGE,407-647-0660,HOSPITALS - PSYCHIATRIC,LA AMSITAD RESIDENTIAL TREATME,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,40,N/A,EFHS,110051, , , , , , , , , , ,HTTP://WWW.LAMISTAD.COM/,1986,GEOPLAN,FHA, ,28.61302074,-81.36422617,17RMM6439365167,289,3.00488422,LA AMISTAD RESIDENTIAL TREATMENT CENTER,V,2012-11-19,2017-09-06,315,28.61302074,-81.36422617,315
316,21 352800  529,10225095,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,32796,BREVARD,321-268-6111,HOSPITALS - ACUTE CARE,NORTH BREVARD COUNTY HOSPITAL,PRIVATE,PRIVATE,PARRISH MEDICAL CENTER,PUBLIC/GOVERNMENT,0,210,FL000219,EFHL,100028, , , ,OPTICAL FIBER,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,4,HTTP://WWW.PARRISHMED.COM/,1991,GEOPLAN,FDEM, ,28.63059151,-80.8240848,17RNM1719567072,290,52.4709379,PARRISH MEDICAL CENTER,V,2011-05-10,2017-09-06,316,28.63059151,-80.8240848,316
317,13212953900000010,N/A,FLORIDA HOSPITAL ALTAMONTE,601 E ALTAMONTE DR,ALTAMONTE SPRINGS,32701,SEMINOLE,407-303-2200,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH STSTEMS/ SUNB,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,398,N/A,EFHL,120004, , , ,OPTICAL FIBER, , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.FLORIDAHOSPITALALTAMONTE.COM,1974,GEOPLAN,FHA, ,28.66565648,-81.37024287,17RMM6382371000,291,38.09895494,FLORIDA HOSPITAL ALTAMONTE,V,2016-05-17,2017-09-06,317,28.66565648,-81.37024287,317
318,27 373300  252,N/A,KINDRED HOSPITAL MELBOURNE,765 W NASA BLVD,MELBOURNE,32901,BREVARD,321-733-5725,HOSPITALS - ACUTE CARE,CITY OF MELBOURNE,MUNICIPAL,PUBLIC,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,60,N/A,EFHM,23960090, , , , , , , , , , ,HTTP://WWW.KHMELBOURNE.COM/,2009,GEOPLAN,IMAGE RESEARCH, ,28.09283665,-80.63226468,17RNM3612607541,292,4.98960915,KINDRED HOSPITAL MELBOURNE,V,2011-04-11,2017-09-06,318,28.09283665,-80.63226468,318
319,00374319000001050,N/A,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,33430,PALM BEACH,561-996-6571,HOSPITALS - ACUTE CARE,STATE OF FLORIDA,STATE,PUBLIC,DISTRICT HOSPITAL HOLDINGS INC,NOT-FOR-PROFIT,0,70,N/A,EFHM,100130, , , , , , , , , , ,HTTP://WWW.LAKESIDEMEDICAL.ORG/INDEX.ASPX?PAGE=260,2009,GEOPLAN,IMAGE RESEARCH, ,26.72454689,-80.67097199,17RNK3272455969,293,49.98907299,LAKESIDE MEDICAL CENTER,V,2011-04-11,2017-09-06,319,26.72454689,-80.67097199,319
320,1677361400R,N/A,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,32224,DUVAL,904-953-2000,HOSPITALS - ACUTE CARE,MAYO CLINIC FLORIDA,PRIVATE,PRIVATE,MAYO CLINIC FLORIDA,NOT-FOR-PROFIT,0,304,N/A,EFHL,100151, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,4,HTTP://WWW.MAYOCLINIC.ORG/MAYO-CLINIC-HOSPITAL-JAX/,1995,GEOPLAN,IMAGE RESEARCH, ,30.26418282,-81.44066892,17RMP5761148142,294,371.4190043,MAYO CLINIC,V,2016-05-17,2017-09-06,320,30.26418282,-81.44066892,320
321,1826250000077000050,N/A,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,21808 STATE ROAD 54,LUTZ,33549,PASCO,813-428-6100,HOSPITALS - PSYCHIATRIC,SUNSHINE HOLDINGS LLC,PRIVATE,PRIVATE,MORTON PLANT HOSPITAL ASSOCIATION INC,NOT-FOR-PROFIT,0,72,N/A,EFHM,23960102, , , , , , , , , , ,HTTP://WWW.MORTONPLANT.COM/BODY.CFM?ID=1451,1990,GEOPLAN,IMAGE RESEARCH, ,28.18683201,-82.45515074,17RLM5716518756,295,6.49800446,MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,V,2016-05-17,2017-09-06,321,28.18683201,-82.45515074,321
322,3078360000250,N/A,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,18680 SW 376 ST,FLORIDA CITY,33034,MIAMI-DADE,786-349-6000,HOSPITALS - PSYCHIATRIC,STATE OF FLORIDA,STATE,PUBLIC,"GEO CARE, INC.",PUBLIC,0,238,N/A,EFHL,120014, , , , , , , , , , ,HTTP://WWW.THEGEOGROUPINC.COM/FACILITY.ASP?FID=82,2008,GEOPLAN,IMAGE RESEARCH, ,25.41927825,-80.49142364,17RNJ5114511473,296,40.77656737,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,V,2011-04-11,2017-09-06,322,25.41927825,-80.49142364,322
323,2720330630010,N/A,ST CATHERINE'S WEST REHABILITATION HOSPITAL,8850 NW 122ND ST,HIALEAH GARDENS,33018,MIAMI-DADE,305-351-7181,HOSPITALS - REHABILITATION,CATHOLIC HEALTH SERVICES INC,PRIVATE,PRIVATE,CATHOLIC HEALTH SERVICES,NOT-FOR-PROFIT,0,40,N/A,EFHS,23960097, , , , , , , , , , ,HTTP://WWW.CATHOLICHEALTHSERVICES.ORG/?ID=372&SID=1,2008,GEOPLAN,IMAGE RESEARCH, ,25.88377579,-80.34297944,17RNJ6581962978,297,2.46755509,ST CATHERINE'S WEST REHABILITATION HOSPITAL,V,2011-04-11,2017-09-06,323,25.88377579,-80.34297944,323
324,182716ZZZ000000580600U,N/A,ST JOSEPHS HOSPITAL NORTH,4211 VAN DYKE RD,LUTZ,33558,HILLSBOROUGH,813-443-7000,HOSPITALS - ACUTE CARE,ST JOSEPH'S HEALTH CARE CENTER,PRIVATE,PRIVATE,BAYCARE - ST. JOSEPH'S-BAPTIST HEALTH CAR,NOT-FOR-PROFIT,0,76,N/A,EFHM,23960100, , , , , , , , , , ,HTTP://WWW.SJBHEALTH.ORG/,2006,GEOPLAN,IMAGE RESEARCH, ,28.12946838,-82.50966782,17RLM5173412465,298,46.27568003,ST JOSEPHS HOSPITAL NORTH,V,2011-04-11,2017-09-06,324,28.12946838,-82.50966782,324
325,18252200802A2000000,N/A,FLORIDA HOSPITAL AT CONNERTON,9441 HEALTH CENTER DR,LAND O' LAKES,34637,PASCO,866-787-5822,HOSPITALS - ACUTE CARE,UNIVERSITY COMMUNITY HOSPITAL,PRIVATE,PRIVATE,UNIVERSITY COMMUNITY HOSPITAL INC,NOT-FOR-PROFIT,0,50,N/A,EFHM,23960082, , , , , , , , , , ,HTTP://WWW.UCHLTAC.ORG/,2008,GEOPLAN,IMAGE RESEARCH,FLORIDA HOSPITAL AT CONNERTON,28.29545872,-82.48998061,17RLM5389430833,299,33.17154175,FLORIDA HOSPITAL AT CONNERTON,V,2016-05-17,2017-09-06,325,28.29545872,-82.48998061,325
326,231924110000000504,N/A,LEESBURG REHABILITATION HOSPITAL,700 N PALMETTO ST,LEESBURG,34748,LAKE,352-323-5762,HOSPITALS - REHABILITATION,LRMC NORTH INC,PRIVATE,PRIVATE,LEESBURG REGIONAL MEDICAL CENTER INC,NOT-FOR-PROFIT,0,22,N/A,EFHS,100214, , , , , , , , , , ,HTTP://WWW.CFHALLIANCE.ORG/SVC_WELLNESSCENTER.HTM,1973,GEOPLAN,IMAGE RESEARCH,LEESBURG REHABILITATION HOSPITAL,28.81821592,-81.87433608,17RMM1468988160,300,11.35999304,LEESBURG REHABILITATION HOSPITAL,V,2016-05-17,2017-09-06,326,28.81821592,-81.87433608,326
327,32143100000040,N/A,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,301 MEMORIAL MEDICAL PKWY,DAYTONA BEACH,32117,VOLUSIA,386-231-6000,HOSPITALS - ACUTE CARE,MEMORIAL HEALTH SYSTEMS INC,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,277,N/A,EFHL,100169,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , , , , ,2,HTTP://WWW.FLORIDAHOSPITALMEMORIAL.ORG,2010,GEOPLAN,IMAGE RESEARCH, ,29.24308983,-81.10770328,17RMN8953434923,301,138.4315382,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,V,2011-04-11,2017-09-06,327,29.24308983,-81.10770328,327
328,15 28 27 00000 440 0300,N/A,BAYCARE ALLIANT HOSPITAL - 1ST FLOOR OF MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,34698,PINELLAS,727-736-9999,HOSPITALS - ACUTE CARE,MEASE HOSPITAL INC,PRIVATE,PRIVATE,BAYCARE HEALTH SYSTEM,NOT-FOR-PROFIT,0,48,N/A,EFHS,23960085, , , , , , , , , , ,HTTP://WWW.BAYCARE.ORG/,1959,GEOPLAN,GEOPLAN,LOCATED ON 1ST FLOOR OF MEASE DUNEDIN HOSPITAL,28.0140368,-82.78291198,17RLM2470600039,302,35.63627246,BAYCARE ALLIANT HOSPITAL - 1ST FLOOR OF MEASE DUNEDIN HOSPITAL,V,2016-05-17,2017-09-06,328,28.0140368,-82.78291198,328
329,03040-155R,N/A,SACRED HEART HOSPITAL ON THE GULF,3801 E US HWY 98,PORT ST JOE,32456,GULF,850-229-5600,HOSPITALS - ACUTE CARE,SACRED HEART HEALTH SYSTEM INC,PRIVATE,PRIVATE,SACRED HEART HEALTH SYSTEM INC,NOT-FOR-PROFIT,19,19,N/A,EFHS,23960084,OPTICAL FIBER,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS, , , , , , ,2,HTTP://WWW.SACRED-HEART.ORG/GULF/,2009,GEOPLAN,IMAGE RESEARCH, ,29.77895285,-85.28777607,16RFT6551795520,303,36.36149966,SACRED HEART HOSPITAL ON THE GULF,V,2011-04-19,2017-09-06,329,29.77895285,-85.28777607,329
330,0802795000R,N/A,BAPTIST MEDICAL CENTER JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,32207,DUVAL,904-567-4000,HOSPITALS - ACUTE CARE,SOUTHERN BAPTIST HOSPITAL OF F,PRIVATE,PRIVATE,BAPTIST HEALTH,NOT-FOR-PROFIT,0,486,N/A,EFHL,N/A, , , , , , , , , , ,HTTP://COMMUNITY.E-BAPTISTHEALTH.COM/BMC/DOWNTOWN/INDEX.HTML,2006,GEOPLAN,FHA,BAPTIST MEDICAL CENTER JACKSONVILLE,30.31521697,-81.66492315,17RMP3607353902,304,33.23715037,BAPTIST MEDICAL CENTER JACKSONVILLE,V,2016-05-17,2017-09-06,330,30.31521697,-81.66492315,330
331,302425605201000,N/A,NEMOURS CHILDREN'S HOSPITAL,13535 NEMOURS PKWY,ORLANDO,32827,ORANGE,407-567-4000,HOSPITALS - ACUTE CARE,NEMOURS FOUNDATION,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,100,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.NEMOURS.ORG/ABOUT/LOCATION/NCHORLANDO.HTML,2012,GEOPLAN,FHA, ,28.37724309,-81.27294554,17RMM7325739023,305,59.99695996,NEMOURS CHILDREN'S HOSPITAL,V,2016-05-17,2017-09-06,331,28.37724309,-81.27294554,331
332,302216000000016,N/A,ORLANDO VA MEDICAL CENTER,5201 RAYMOND ST,ORLANDO,32803,ORANGE,407-629-1599,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,134,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.ORLANDO.VA.GOV/INDEX.ASP,1975,GEOPLAN,FHA, ,28.57995737,-81.32172252,17RMM6853861492,306,44.59585902,ORLANDO VA MEDICAL CENTER,V,2016-05-17,2017-09-06,332,28.57995737,-81.32172252,332
333,26 361602    A    1,N/A,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,32940,BREVARD,321-434-9000,HOSPITALS - ACUTE CARE,HEALTH FIRST INC,PRIVATE,PRIVATE,"HEALTH FIRST, INC.",NOT-FOR-PROFIT,0,84,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.VIERAHOSPITAL.ORG/HOSPITALS_SERVICES/VIERA/,2008,GEOPLAN,FHA, ,28.22826792,-80.72950597,17RNM2653922519,307,50.64903769,VIERA HOSPITAL,V,2012-11-16,2017-09-06,333,28.22826792,-80.72950597,333
334,2037090016,10053871,BAYSIDE CENTER FOR BEHAVIORAL HEALTH AT SARASOTA MEMORIAL HOSPITAL,1650 S OSPREY AVE,SARASOTA,34239,SARASOTA,941-917-7760,HOSPITALS - PSYCHIATRIC,SARASOTA COUNTY,COUNTY,PUBLIC,N/A,PUBLIC/GOVERNMENT,0,86,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.SMH.COM/P.ASPX?P=17,1960,GEOPLAN,FDEM,AT SARASOTA MEMORIAL HOSPITAL,27.31870398,-82.53413814,17RLL4821122668,232,3.56059373,BAYSIDE CENTER FOR BEHAVIORAL HEALTH AT SARASOTA MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,334,27.31870398,-82.53413814,334
335,3406-501-0014-500-9,10225069,NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,4500 W MIDWAY RD,FORT PIERCE,34981,ST LUCIE,772-468-5600,HOSPITALS - PSYCHIATRIC,NEW HORIZONS OF THE TREAS CST,PRIVATE,PRIVATE,"NEW HORIZONS OF THE TC, INC.",INVESTOR-OWNED,0,150,FL000189,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.NHTCINC.ORG/,1997,GEOPLAN,FDEM, ,27.37594566,-80.37146421,17RNL6215228233,233,32.7744188,NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,V,2011-05-10,2017-09-06,335,27.37594566,-80.37146421,335
336,587907159,N/A,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,BRADENTON,34202,MANATEE,941-782-2100,HOSPITALS - ACUTE CARE,MANATEE MEMORIAL HOSPITAL LP,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,120,N/A,EFHM,23960046, , , , , , , , , , ,HTTP://WWW.LAKEWOODRANCHMEDICALCENTER.COM,2004,GEOPLAN,FHA, ,27.39082314,-82.43545806,17RLL5806830542,234,30.55967084,LAKEWOOD RANCH MEDICAL CENTER,V,2011-05-10,2017-09-06,336,27.39082314,-82.43545806,336
337,2416-504-0200-000-2,10225010,LAWNWOOD REGIONAL MEDICAL CENTER AND HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,34950,ST LUCIE,772-461-4000,HOSPITALS - ACUTE CARE,HCA,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,370,FL000130,EFHL,100246, , , , , , , , , , ,HTTP://WWW.LAWNWOODMED.COM/,1977,GEOPLAN,FDEM, ,27.43200284,-80.34566191,17RNL6467134455,235,24.2903885,LAWNWOOD REGIONAL MEDICAL CENTER AND HEART INSTITUTE,V,2016-05-17,2017-09-06,337,27.43200284,-80.34566191,337
338,2416-504-0199-030-0,N/A,TREASURE COAST BEHAVIORAL HEALTHCARE AT LAWNWOOD,1860 N LAWNWOOD CIR,FORT PIERCE,34950,ST LUCIE,772-466-1500,HOSPITALS - PSYCHIATRIC,HCA,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,24,N/A,EFHS,N/A, , , , , , , , , , ,HTTP://LAWNWOODMED.COM/HOME/INDEX.DOT,1985,GEOPLAN,FHA,TREASURE COAST BEHAVIORAL HEALTHCARE AT LAWNWOOD,27.43747964,-80.34394231,17RNL6483835063,236,10.38437806,TREASURE COAST BEHAVIORAL HEALTHCARE AT LAWNWOOD,V,2016-05-17,2017-09-06,338,27.43747964,-80.34394231,338
